epoch,step,train_acc,train_loss,val_acc,val_loss
7,4499,0.0,1.293210744857788,,
7,4549,1.0,0.32870468497276306,,
7,4551,,,0.7832167744636536,0.5317224264144897
8,4599,1.0,0.39115771651268005,,
8,4649,1.0,0.595502495765686,,
8,4699,1.0,0.3808302879333496,,
8,4749,1.0,0.4761807918548584,,
8,4799,1.0,0.32068631052970886,,
8,4849,1.0,0.3319758474826813,,
8,4899,1.0,0.31959912180900574,,
8,4949,1.0,0.3273013234138489,,
8,4999,1.0,0.3267523944377899,,
8,5049,1.0,0.31678012013435364,,
8,5099,1.0,0.3162505626678467,,
8,5120,,,0.7902097702026367,0.5306665897369385
9,5149,1.0,0.6229402422904968,,
9,5199,0.0,1.3088301420211792,,
9,5249,1.0,0.33203572034835815,,
9,5299,0.0,1.1563827991485596,,
9,5349,1.0,0.6554313898086548,,
9,5399,1.0,0.3184555470943451,,
9,5449,0.0,1.0283938646316528,,
9,5499,1.0,0.37345173954963684,,
9,5549,1.0,0.41192427277565,,
9,5599,1.0,0.31654682755470276,,
9,5649,1.0,0.31588348746299744,,
9,5689,,,0.7902097702026367,0.5298235416412354
10,5699,0.0,0.7388551831245422,,
10,5749,1.0,0.3146982192993164,,
10,5799,1.0,0.330608606338501,,
10,5849,1.0,0.3159838020801544,,
10,5899,1.0,0.4403451085090637,,
10,5949,1.0,0.317420095205307,,
10,5999,1.0,0.3231898844242096,,
10,6049,1.0,0.3274409770965576,,
10,6099,1.0,0.5060676336288452,,
10,6149,1.0,0.3161807060241699,,
10,6199,1.0,0.6604346632957458,,
10,6249,1.0,0.4057144522666931,,
10,6258,,,0.7902097702026367,0.5291674137115479
11,6299,1.0,0.3750322461128235,,
11,6349,1.0,0.3187371790409088,,
11,6399,1.0,0.5468092560768127,,
11,6449,1.0,0.3153628706932068,,
11,6499,0.0,1.0978163480758667,,
11,6549,1.0,0.4313053488731384,,
11,6599,1.0,0.31697314977645874,,
11,6649,0.0,1.306393027305603,,
11,6699,1.0,0.3165355324745178,,
11,6749,1.0,0.3153974711894989,,
11,6799,0.0,1.128976821899414,,
11,6827,,,0.7902097702026367,0.5285091996192932
12,6849,1.0,0.3160354197025299,,
12,6899,1.0,0.3143410086631775,,
12,6949,0.0,1.0167280435562134,,
12,6999,1.0,0.3165612518787384,,
12,7049,1.0,0.3306630849838257,,
12,7099,1.0,0.33101364970207214,,
12,7149,0.0,0.8224565982818604,,
12,7199,1.0,0.31528720259666443,,
12,7249,1.0,0.6305487155914307,,
12,7299,0.0,0.8166472911834717,,
12,7349,0.0,0.9357283115386963,,
12,7396,,,0.7902097702026367,0.5278076529502869
13,7399,1.0,0.32161036133766174,,
13,7449,0.0,0.7561454176902771,,
13,7499,1.0,0.31410080194473267,,
13,7549,1.0,0.3141203224658966,,
13,7599,1.0,0.3207060992717743,,
13,7649,1.0,0.485235333442688,,
13,7699,0.0,1.2724266052246094,,
13,7749,1.0,0.31564345955848694,,
13,7799,1.0,0.3152925968170166,,
13,7849,1.0,0.323508083820343,,
13,7899,1.0,0.31472712755203247,,
13,7949,1.0,0.5681656002998352,,
13,7965,,,0.7902097702026367,0.5272890329360962
14,7999,1.0,0.3146437406539917,,
14,8049,1.0,0.31443652510643005,,
14,8099,1.0,0.3141382336616516,,
14,8149,1.0,0.3581588864326477,,
14,8199,1.0,0.4918733835220337,,
14,8249,1.0,0.3163145184516907,,
14,8299,1.0,0.3269760310649872,,
14,8349,1.0,0.32177600264549255,,
14,8399,0.0,1.2190618515014648,,
14,8449,1.0,0.3915240466594696,,
14,8499,1.0,0.33183401823043823,,
14,8534,,,0.7902097702026367,0.5266804099082947
15,8549,1.0,0.40234243869781494,,
15,8599,0.0,1.169449806213379,,
15,8649,1.0,0.3161526322364807,,
15,8699,1.0,0.3205072283744812,,
15,8749,1.0,0.31537556648254395,,
15,8799,0.0,1.300225019454956,,
15,8849,0.0,1.2972791194915771,,
15,8899,0.0,1.0309722423553467,,
15,8949,1.0,0.32792922854423523,,
15,8999,1.0,0.31444182991981506,,
15,9049,0.0,1.3104413747787476,,
15,9099,1.0,0.4432152211666107,,
15,9103,,,0.7832167744636536,0.5263046622276306
16,9149,1.0,0.37219297885894775,,
16,9199,1.0,0.3142381012439728,,
16,9249,1.0,0.31767764687538147,,
16,9299,1.0,0.6127627491950989,,
16,9349,1.0,0.3153088688850403,,
16,9399,0.0,1.018972396850586,,
16,9449,1.0,0.42775416374206543,,
16,9499,1.0,0.3147675096988678,,
16,9549,1.0,0.3151320219039917,,
16,9599,0.0,1.3097248077392578,,
16,9649,1.0,0.4103107452392578,,
16,9672,,,0.7762237787246704,0.5259206891059875
17,9699,0.0,1.1473997831344604,,
17,9749,1.0,0.3311198949813843,,
17,9799,1.0,0.4139181673526764,,
17,9849,0.0,1.0968880653381348,,
17,9899,0.0,1.244472861289978,,
17,9949,1.0,0.3157745599746704,,
17,9999,1.0,0.3155953884124756,,
17,10049,0.0,1.0107834339141846,,
17,10099,1.0,0.6641911268234253,,
17,10149,1.0,0.3191094696521759,,
17,10199,1.0,0.32037726044654846,,
17,10241,,,0.7762237787246704,0.5252388715744019
18,10249,1.0,0.3141656816005707,,
18,10299,0.0,1.3115668296813965,,
18,10349,1.0,0.666698157787323,,
18,10399,1.0,0.3690023422241211,,
18,10449,0.0,0.9299158453941345,,
18,10499,1.0,0.32288575172424316,,
18,10549,0.0,0.8462339043617249,,
18,10599,1.0,0.42051416635513306,,
18,10649,1.0,0.3133386969566345,,
18,10699,1.0,0.31476402282714844,,
18,10749,0.0,0.7783234119415283,,
18,10799,1.0,0.366060733795166,,
18,10810,,,0.7902097702026367,0.5247431397438049
19,10849,0.0,1.1233652830123901,,
19,10899,1.0,0.3144247531890869,,
19,10949,1.0,0.3201948404312134,,
19,10999,1.0,0.3282586932182312,,
19,11049,1.0,0.3586643636226654,,
19,11099,0.0,0.9890084266662598,,
19,11149,1.0,0.3150770664215088,,
19,11199,1.0,0.3446595370769501,,
19,11249,1.0,0.31493595242500305,,
19,11299,1.0,0.33692315220832825,,
19,11349,1.0,0.3344254195690155,,
19,11379,,,0.7902097702026367,0.5240411758422852
20,11399,1.0,0.31491619348526,,
20,11449,1.0,0.3883962035179138,,
20,11499,1.0,0.45227500796318054,,
20,11549,1.0,0.3140755593776703,,
20,11599,1.0,0.31493768095970154,,
20,11649,1.0,0.5561118721961975,,
20,11699,1.0,0.31484711170196533,,
20,11749,1.0,0.3140920102596283,,
20,11799,1.0,0.3236106336116791,,
20,11849,1.0,0.3183901011943817,,
20,11899,1.0,0.31429940462112427,,
20,11948,,,0.7972028255462646,0.5237428545951843
21,11949,1.0,0.4432765245437622,,
21,11999,0.0,1.2813307046890259,,
21,12049,0.0,1.3012114763259888,,
21,12099,1.0,0.37134093046188354,,
21,12149,1.0,0.31451207399368286,,
21,12199,1.0,0.36019954085350037,,
21,12249,1.0,0.3178211450576782,,
21,12299,1.0,0.31959089636802673,,
21,12349,1.0,0.39244967699050903,,
21,12399,1.0,0.31495562195777893,,
21,12449,1.0,0.3171427845954895,,
21,12499,1.0,0.31412893533706665,,
21,12517,,,0.7972028255462646,0.5233261585235596
22,12549,1.0,0.5628853440284729,,
22,12599,1.0,0.35089245438575745,,
22,12649,1.0,0.3171515464782715,,
22,12699,1.0,0.3154703676700592,,
22,12749,1.0,0.3144557476043701,,
22,12799,1.0,0.47983646392822266,,
22,12849,1.0,0.3244776725769043,,
22,12899,0.0,0.8454439640045166,,
22,12949,0.0,0.7172195911407471,,
22,12999,1.0,0.3152177929878235,,
22,13049,1.0,0.31411734223365784,,
22,13086,,,0.7902097702026367,0.523037850856781
23,13099,1.0,0.32135215401649475,,
23,13149,1.0,0.3155515789985657,,
23,13199,1.0,0.36302804946899414,,
23,13249,1.0,0.36634549498558044,,
23,13299,1.0,0.3145478367805481,,
23,13349,1.0,0.46582671999931335,,
23,13399,1.0,0.31519848108291626,,
23,13449,1.0,0.3142431676387787,,
23,13499,1.0,0.3315081298351288,,
23,13549,1.0,0.33325812220573425,,
23,13599,1.0,0.31397420167922974,,
23,13649,1.0,0.6886736750602722,,
23,13655,,,0.7832167744636536,0.5226970911026001
24,13699,1.0,0.31385233998298645,,
24,13749,1.0,0.4812082350254059,,
24,13799,0.0,1.3122668266296387,,
24,13849,0.0,1.1257975101470947,,
24,13899,1.0,0.5986492037773132,,
24,13949,1.0,0.3141992688179016,,
24,13999,0.0,0.749061107635498,,
24,14049,1.0,0.31436312198638916,,
24,14099,1.0,0.314117431640625,,
24,14149,1.0,0.3423176407814026,,
24,14199,0.0,1.3113272190093994,,
24,14224,,,0.7832167744636536,0.5223676562309265
25,14249,1.0,0.31516388058662415,,
25,14299,1.0,0.6334684491157532,,
25,14349,1.0,0.3150862753391266,,
25,14399,1.0,0.3138057589530945,,
25,14449,1.0,0.3145735263824463,,
25,14499,0.0,1.3102607727050781,,
25,14549,1.0,0.3198593258857727,,
25,14599,1.0,0.565110445022583,,
25,14649,1.0,0.4791598618030548,,
25,14699,1.0,0.31421947479248047,,
25,14749,1.0,0.31575483083724976,,
25,14793,,,0.7832167744636536,0.5222244262695312
26,14799,1.0,0.3215026557445526,,
26,14849,1.0,0.3557828664779663,,
26,14899,1.0,0.31363874673843384,,
26,14949,1.0,0.3669182062149048,,
26,14999,1.0,0.3783930242061615,,
26,15049,0.0,0.7872484922409058,,
26,15099,1.0,0.32471275329589844,,
26,15149,0.0,1.3095463514328003,,
26,15199,1.0,0.6585206389427185,,
26,15249,1.0,0.3145386278629303,,
26,15299,1.0,0.3140375018119812,,
26,15349,1.0,0.3173474669456482,,
26,15362,,,0.7832167744636536,0.521584689617157
27,15399,1.0,0.316128671169281,,
27,15449,1.0,0.3160243034362793,,
27,15499,1.0,0.3137882351875305,,
27,15549,0.0,1.0869836807250977,,
27,15599,1.0,0.6640604138374329,,
27,15649,1.0,0.31626108288764954,,
27,15699,1.0,0.33172735571861267,,
27,15749,1.0,0.3145478367805481,,
27,15799,1.0,0.48416706919670105,,
27,15849,1.0,0.31398385763168335,,
27,15899,0.0,1.193063735961914,,
27,15931,,,0.7832167744636536,0.5211250185966492
28,15949,1.0,0.32259035110473633,,
28,15999,1.0,0.3175041973590851,,
28,16049,1.0,0.37124472856521606,,
28,16099,1.0,0.3144376575946808,,
28,16149,1.0,0.3186224400997162,,
28,16199,1.0,0.31390130519866943,,
28,16249,1.0,0.3143824636936188,,
28,16299,1.0,0.3147134482860565,,
28,16349,1.0,0.31375375390052795,,
28,16399,1.0,0.5630104541778564,,
28,16449,1.0,0.3143899440765381,,
28,16499,1.0,0.3165506422519684,,
28,16500,,,0.7832167744636536,0.5206834673881531
29,16549,1.0,0.47716912627220154,,
29,16599,1.0,0.3154926002025604,,
29,16649,1.0,0.31505653262138367,,
29,16699,1.0,0.3172563314437866,,
29,16749,1.0,0.34439271688461304,,
29,16799,1.0,0.32275059819221497,,
29,16849,1.0,0.5275722742080688,,
29,16899,1.0,0.31657686829566956,,
29,16949,1.0,0.3141477406024933,,
29,16999,1.0,0.3159368634223938,,
29,17049,0.0,1.0024819374084473,,
29,17069,,,0.7832167744636536,0.5202935338020325
30,17099,1.0,0.3264541029930115,,
30,17149,1.0,0.320391982793808,,
30,17199,1.0,0.37201565504074097,,
30,17249,0.0,1.1524057388305664,,
30,17299,1.0,0.31391626596450806,,
30,17349,1.0,0.3136402368545532,,
30,17399,1.0,0.33244413137435913,,
30,17449,0.0,1.3106111288070679,,
30,17499,1.0,0.3974444270133972,,
30,17549,0.0,0.746062695980072,,
30,17599,1.0,0.319914311170578,,
30,17638,,,0.7832167744636536,0.5197016000747681
31,17649,1.0,0.31381890177726746,,
31,17699,1.0,0.5133379101753235,,
31,17749,1.0,0.3139420449733734,,
31,17799,1.0,0.4329320192337036,,
31,17849,1.0,0.366486132144928,,
31,17899,0.0,1.307349681854248,,
31,17949,1.0,0.33297720551490784,,
31,17999,1.0,0.32675155997276306,,
31,18049,1.0,0.31966155767440796,,
31,18099,1.0,0.31652188301086426,,
31,18149,0.0,1.3018672466278076,,
31,18199,1.0,0.31413841247558594,,
31,18207,,,0.7832167744636536,0.5193944573402405
32,18249,0.0,1.2744665145874023,,
32,18299,1.0,0.31819307804107666,,
32,18349,1.0,0.3160798251628876,,
32,18399,1.0,0.3440081775188446,,
32,18449,0.0,0.9987611770629883,,
32,18499,1.0,0.3413979709148407,,
32,18549,1.0,0.6869562268257141,,
32,18599,1.0,0.31815797090530396,,
32,18649,1.0,0.3267453610897064,,
32,18699,1.0,0.3391098082065582,,
32,18749,1.0,0.31559520959854126,,
32,18776,,,0.7832167744636536,0.5188742280006409
33,18799,1.0,0.3136398196220398,,
33,18849,1.0,0.31545713543891907,,
33,18899,0.0,1.2921555042266846,,
33,18949,0.0,1.275396466255188,,
33,18999,1.0,0.34022799134254456,,
33,19049,1.0,0.31980210542678833,,
33,19099,1.0,0.3142963647842407,,
33,19149,1.0,0.31393012404441833,,
33,19199,0.0,0.9647175073623657,,
33,19249,1.0,0.314969003200531,,
33,19299,1.0,0.3161388337612152,,
33,19345,,,0.7832167744636536,0.5179750919342041
34,19349,1.0,0.3140122592449188,,
34,19399,1.0,0.39479896426200867,,
34,19449,0.0,1.3074843883514404,,
34,19499,1.0,0.3138004243373871,,
34,19549,0.0,1.1857506036758423,,
34,19599,1.0,0.5487068891525269,,
34,19649,1.0,0.40152305364608765,,
34,19699,1.0,0.31424403190612793,,
34,19749,1.0,0.3144492208957672,,
34,19799,1.0,0.3148325979709625,,
34,19849,1.0,0.4434834122657776,,
34,19899,1.0,0.31371158361434937,,
34,19914,,,0.7902097702026367,0.5170041918754578
35,19949,1.0,0.3139796853065491,,
35,19999,1.0,0.3411801755428314,,
35,20049,1.0,0.31373876333236694,,
35,20099,0.0,0.9995499849319458,,
35,20149,1.0,0.3144744634628296,,
35,20199,1.0,0.33622628450393677,,
35,20249,1.0,0.31462129950523376,,
35,20299,1.0,0.6238344311714172,,
35,20349,0.0,1.3064258098602295,,
35,20399,1.0,0.3149215877056122,,
35,20449,1.0,0.3142133951187134,,
35,20483,,,0.7902097702026367,0.5166221857070923
36,20499,1.0,0.3133210837841034,,
36,20549,1.0,0.31481093168258667,,
36,20599,1.0,0.35387611389160156,,
36,20649,1.0,0.31381019949913025,,
36,20699,0.0,1.0334746837615967,,
36,20749,1.0,0.5232910513877869,,
36,20799,0.0,1.295058012008667,,
36,20849,1.0,0.3164290189743042,,
36,20899,1.0,0.3193095028400421,,
36,20949,0.0,1.30636727809906,,
36,20999,1.0,0.31402862071990967,,
36,21049,1.0,0.31719738245010376,,
36,21052,,,0.7902097702026367,0.5161771774291992
37,21099,1.0,0.3238498568534851,,
37,21149,1.0,0.41115695238113403,,
37,21199,1.0,0.3137607276439667,,
37,21249,1.0,0.3177167773246765,,
37,21299,1.0,0.314845472574234,,
37,21349,1.0,0.31542304158210754,,
37,21399,0.0,1.2547786235809326,,
37,21449,0.0,1.2887961864471436,,
37,21499,1.0,0.31401240825653076,,
37,21549,1.0,0.31380462646484375,,
37,21599,1.0,0.34335097670555115,,
37,21621,,,0.7902097702026367,0.5157734751701355
38,21649,1.0,0.34752506017684937,,
38,21699,1.0,0.5755671262741089,,
38,21749,1.0,0.3137109875679016,,
38,21799,1.0,0.31362420320510864,,
38,21849,1.0,0.3215882182121277,,
38,21899,1.0,0.31932172179222107,,
38,21949,1.0,0.3209955096244812,,
38,21999,1.0,0.3143375515937805,,
38,22049,1.0,0.32217055559158325,,
38,22099,1.0,0.6588315963745117,,
38,22149,1.0,0.32903748750686646,,
38,22190,,,0.7832167744636536,0.5149409770965576
39,22199,0.0,1.3113157749176025,,
39,22249,1.0,0.31415268778800964,,
39,22299,0.0,1.143515706062317,,
39,22349,1.0,0.3138216733932495,,
39,22399,1.0,0.3138570487499237,,
39,22449,1.0,0.31464532017707825,,
39,22499,1.0,0.32251688838005066,,
39,22549,1.0,0.3253648281097412,,
39,22599,0.0,1.2372862100601196,,
39,22649,1.0,0.32476747035980225,,
39,22699,1.0,0.31801626086235046,,
39,22749,0.0,1.0936602354049683,,
39,22759,,,0.7902097702026367,0.5147208571434021
40,22799,1.0,0.313753217458725,,
40,22849,1.0,0.31633660197257996,,
40,22899,1.0,0.3136105239391327,,
40,22949,1.0,0.3607160449028015,,
40,22999,1.0,0.3149048089981079,,
40,23049,1.0,0.3304230868816376,,
40,23099,1.0,0.31538912653923035,,
40,23149,1.0,0.3140634596347809,,
40,23199,1.0,0.31365618109703064,,
40,23249,1.0,0.31355130672454834,,
40,23299,1.0,0.31958067417144775,,
40,23328,,,0.7832167744636536,0.5142519474029541
41,23349,0.0,1.1353856325149536,,
41,23399,1.0,0.4170769155025482,,
41,23449,1.0,0.3135826587677002,,
41,23499,1.0,0.31541740894317627,,
41,23549,1.0,0.3133428692817688,,
41,23599,0.0,1.0910851955413818,,
41,23649,0.0,1.0006389617919922,,
41,23699,1.0,0.3142968714237213,,
41,23749,1.0,0.32216140627861023,,
41,23799,0.0,1.239249587059021,,
41,23849,1.0,0.3138485252857208,,
41,23897,,,0.7832167744636536,0.5133103132247925
42,23899,0.0,0.8194285035133362,,
42,23949,0.0,1.3121485710144043,,
42,23999,1.0,0.3136409521102905,,
42,24049,1.0,0.31403908133506775,,
42,24099,1.0,0.314097136259079,,
42,24149,1.0,0.31460657715797424,,
42,24199,1.0,0.3145979642868042,,
42,24249,1.0,0.35948801040649414,,
42,24299,1.0,0.36782601475715637,,
42,24349,1.0,0.322581022977829,,
42,24399,1.0,0.3138006031513214,,
42,24449,1.0,0.31389927864074707,,
42,24466,,,0.7832167744636536,0.513123631477356
43,24499,1.0,0.5063628554344177,,
43,24549,1.0,0.32659780979156494,,
43,24599,1.0,0.3135242760181427,,
43,24649,1.0,0.33391737937927246,,
43,24699,1.0,0.3139982223510742,,
43,24749,1.0,0.31626057624816895,,
43,24799,0.0,0.8086492419242859,,
43,24849,1.0,0.3282930254936218,,
43,24899,0.0,1.3099676370620728,,
43,24949,1.0,0.31360793113708496,,
43,24999,1.0,0.32276594638824463,,
43,25035,,,0.7832167744636536,0.5128019452095032
44,25049,0.0,1.311232566833496,,
44,25099,1.0,0.3330521285533905,,
44,25149,1.0,0.3134446442127228,,
44,25199,1.0,0.3141689896583557,,
44,25249,0.0,1.3105368614196777,,
44,25299,1.0,0.5208239555358887,,
44,25349,1.0,0.5754016637802124,,
44,25399,1.0,0.31347182393074036,,
44,25449,1.0,0.32490622997283936,,
44,25499,1.0,0.33034512400627136,,
44,25549,1.0,0.31395581364631653,,
44,25599,1.0,0.4363318681716919,,
44,25604,,,0.7832167744636536,0.5122629404067993
45,25649,1.0,0.3138978183269501,,
45,25699,1.0,0.34390759468078613,,
45,25749,0.0,0.9712851047515869,,
45,25799,1.0,0.329131156206131,,
45,25849,1.0,0.3137248158454895,,
45,25899,1.0,0.31437167525291443,,
45,25949,1.0,0.3147488832473755,,
45,25999,1.0,0.3179285526275635,,
45,26049,0.0,1.2949435710906982,,
45,26099,1.0,0.41774487495422363,,
45,26149,1.0,0.42194005846977234,,
45,26173,,,0.7832167744636536,0.5110552310943604
46,26199,1.0,0.3399016857147217,,
46,26249,1.0,0.3333434462547302,,
46,26299,1.0,0.3133476674556732,,
46,26349,1.0,0.3173079788684845,,
46,26399,1.0,0.3140611946582794,,
46,26449,1.0,0.36990365386009216,,
46,26499,0.0,1.1083579063415527,,
46,26549,1.0,0.32553330063819885,,
46,26599,1.0,0.3140181601047516,,
46,26649,0.0,0.9270703792572021,,
46,26699,1.0,0.3155647814273834,,
46,26742,,,0.7832167744636536,0.5103390216827393
47,26749,1.0,0.3140629231929779,,
47,26799,1.0,0.31375765800476074,,
47,26849,1.0,0.31349536776542664,,
47,26899,1.0,0.3187992572784424,,
47,26949,0.0,1.3111671209335327,,
47,26999,1.0,0.5046926736831665,,
47,27049,0.0,0.7904288172721863,,
47,27099,0.0,1.091834306716919,,
47,27149,0.0,1.02267587184906,,
47,27199,1.0,0.3354777693748474,,
47,27249,0.0,0.7961016893386841,,
47,27299,1.0,0.31397637724876404,,
47,27311,,,0.7832167744636536,0.5103278160095215
48,27349,1.0,0.3247244656085968,,
48,27399,1.0,0.31360721588134766,,
48,27449,1.0,0.3795645534992218,,
48,27499,0.0,1.1039695739746094,,
48,27549,1.0,0.31412526965141296,,
48,27599,1.0,0.321397989988327,,
48,27649,0.0,0.8352456092834473,,
48,27699,1.0,0.31529077887535095,,
48,27749,0.0,0.817785382270813,,
48,27799,1.0,0.6772979497909546,,
48,27849,1.0,0.4020956754684448,,
48,27880,,,0.7832167744636536,0.5096955299377441
49,27899,1.0,0.31645700335502625,,
49,27949,1.0,0.405865877866745,,
49,27999,1.0,0.3140251338481903,,
49,28049,0.0,1.1621365547180176,,
49,28099,1.0,0.314022958278656,,
49,28149,1.0,0.321137398481369,,
49,28199,1.0,0.32193878293037415,,
49,28249,1.0,0.3139268159866333,,
49,28299,1.0,0.4383847117424011,,
49,28349,1.0,0.32422807812690735,,
49,28399,1.0,0.33062779903411865,,
49,28449,1.0,0.3676524758338928,,
49,28449,,,0.7832167744636536,0.5092073082923889
50,28499,1.0,0.5420040488243103,,
50,28549,1.0,0.31355276703834534,,
50,28599,1.0,0.32408514618873596,,
50,28649,1.0,0.32654526829719543,,
50,28699,1.0,0.3154859244823456,,
50,28749,0.0,1.3095344305038452,,
50,28799,1.0,0.6333653330802917,,
50,28849,1.0,0.3145006597042084,,
50,28899,1.0,0.31453174352645874,,
50,28949,1.0,0.31332606077194214,,
50,28999,1.0,0.31331777572631836,,
50,29018,,,0.7832167744636536,0.5092252492904663
51,29049,0.0,1.3122390508651733,,
51,29099,1.0,0.3137516677379608,,
51,29149,1.0,0.3184956908226013,,
51,29199,1.0,0.31390929222106934,,
51,29249,1.0,0.3390909731388092,,
51,29299,1.0,0.3159797787666321,,
51,29349,1.0,0.31402671337127686,,
51,29399,1.0,0.31331732869148254,,
51,29449,1.0,0.31342965364456177,,
51,29499,1.0,0.3138052225112915,,
51,29549,1.0,0.31441831588745117,,
51,29587,,,0.7832167744636536,0.5086604356765747
52,29599,0.0,1.1661087274551392,,
52,29649,1.0,0.3137575685977936,,
52,29699,1.0,0.31366220116615295,,
52,29749,1.0,0.3145304322242737,,
52,29799,1.0,0.36093369126319885,,
52,29849,1.0,0.313820481300354,,
52,29899,1.0,0.31524598598480225,,
52,29949,1.0,0.31953513622283936,,
52,29999,1.0,0.31329450011253357,,
52,30049,1.0,0.37443339824676514,,
52,30099,1.0,0.31526756286621094,,
52,30149,1.0,0.3191952407360077,,
52,30156,,,0.7832167744636536,0.5080817341804504
53,30199,1.0,0.31336185336112976,,
53,30249,1.0,0.3145790994167328,,
53,30299,1.0,0.3533470928668976,,
53,30349,1.0,0.3134958744049072,,
53,30399,1.0,0.3357532024383545,,
53,30449,1.0,0.3139949142932892,,
53,30499,1.0,0.32621848583221436,,
53,30549,1.0,0.4744650721549988,,
53,30599,0.0,1.0526132583618164,,
53,30649,1.0,0.3137061893939972,,
53,30699,1.0,0.3204738199710846,,
53,30725,,,0.7832167744636536,0.5083661079406738
54,30749,1.0,0.3853563368320465,,
54,30799,1.0,0.5827409029006958,,
54,30849,1.0,0.31340256333351135,,
54,30899,1.0,0.3135615587234497,,
54,30949,0.0,1.3099141120910645,,
54,30999,1.0,0.31473973393440247,,
54,31049,1.0,0.3172428607940674,,
54,31099,1.0,0.33681735396385193,,
54,31149,1.0,0.3140711188316345,,
54,31199,1.0,0.6286290287971497,,
54,31249,1.0,0.32496118545532227,,
54,31294,,,0.7832167744636536,0.5076316595077515
55,31299,1.0,0.31425100564956665,,
55,31349,1.0,0.3169167935848236,,
55,31399,1.0,0.31341519951820374,,
55,31449,1.0,0.5077407360076904,,
55,31499,1.0,0.3267990052700043,,
55,31549,1.0,0.3141472041606903,,
55,31599,1.0,0.5488723516464233,,
