epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.0,0.962013304233551,,
0,99,1.0,0.458436518907547,,
0,149,1.0,0.4950524866580963,,
0,199,0.0,0.9660328030586243,,
0,249,1.0,0.471071720123291,,
0,299,0.0,1.0119543075561523,,
0,349,1.0,0.4766796827316284,,
0,399,1.0,0.44696199893951416,,
0,449,1.0,0.45562660694122314,,
0,499,0.0,0.8251757025718689,,
0,549,1.0,0.40410423278808594,,
0,568,,,0.5734265446662903,0.657830536365509
1,599,0.0,1.1313467025756836,,
1,649,0.0,0.7952687740325928,,
1,699,1.0,0.5210418701171875,,
1,749,0.0,0.9252420663833618,,
1,799,1.0,0.4756278991699219,,
1,849,0.0,0.8936047554016113,,
1,899,1.0,0.41733768582344055,,
1,949,1.0,0.662124514579773,,
1,999,1.0,0.6931171417236328,,
1,1049,1.0,0.3963443338871002,,
1,1099,1.0,0.6040993332862854,,
1,1137,,,0.6013985872268677,0.6205997467041016
2,1149,1.0,0.5837256908416748,,
2,1199,1.0,0.3903850018978119,,
2,1249,1.0,0.3505541682243347,,
2,1299,1.0,0.3848004937171936,,
2,1349,1.0,0.518501877784729,,
2,1399,1.0,0.398188054561615,,
2,1449,1.0,0.3862895965576172,,
2,1499,1.0,0.5373300313949585,,
2,1549,1.0,0.6054790616035461,,
2,1599,0.0,0.7313612699508667,,
2,1649,1.0,0.3873036801815033,,
2,1699,0.0,0.7475974559783936,,
2,1706,,,0.7272727489471436,0.5852663516998291
3,1749,1.0,0.4544193148612976,,
3,1799,1.0,0.5861049294471741,,
3,1849,0.0,1.1044011116027832,,
3,1899,1.0,0.3862704038619995,,
3,1949,1.0,0.5265386700630188,,
3,1999,1.0,0.3614983856678009,,
3,2049,1.0,0.5767360329627991,,
3,2099,1.0,0.4182834327220917,,
3,2149,0.0,0.7255116701126099,,
3,2199,1.0,0.34332332015037537,,
3,2249,1.0,0.3612033426761627,,
3,2275,,,0.748251736164093,0.5621406435966492
4,2299,1.0,0.3854188323020935,,
4,2349,1.0,0.4944832921028137,,
4,2399,1.0,0.5374717116355896,,
4,2449,1.0,0.3355177640914917,,
4,2499,0.0,1.1972994804382324,,
4,2549,1.0,0.34894564747810364,,
4,2599,1.0,0.48507386445999146,,
4,2649,1.0,0.3638264834880829,,
4,2699,1.0,0.38013702630996704,,
4,2749,1.0,0.48589587211608887,,
4,2799,1.0,0.3342354893684387,,
4,2844,,,0.7832167744636536,0.5510912537574768
5,2849,1.0,0.33004847168922424,,
5,2899,1.0,0.3358345925807953,,
5,2949,1.0,0.3239818811416626,,
5,2999,0.0,0.7093088626861572,,
5,3049,1.0,0.36568883061408997,,
5,3099,1.0,0.32376551628112793,,
5,3149,0.0,0.82918381690979,,
5,3199,1.0,0.3610118627548218,,
5,3249,1.0,0.38120415806770325,,
5,3299,0.0,0.9153943061828613,,
5,3349,1.0,0.6385794281959534,,
5,3399,1.0,0.6121622920036316,,
5,3413,,,0.7622377872467041,0.5453036427497864
6,3449,1.0,0.3203922212123871,,
6,3499,1.0,0.31904736161231995,,
6,3549,0.0,1.198289394378662,,
6,3599,1.0,0.3205921947956085,,
6,3649,1.0,0.3292674720287323,,
6,3699,0.0,0.9171918630599976,,
6,3749,1.0,0.35673055052757263,,
6,3799,1.0,0.4365457594394684,,
6,3849,1.0,0.4185284972190857,,
6,3899,1.0,0.32137584686279297,,
6,3949,1.0,0.3201583921909332,,
6,3982,,,0.7622377872467041,0.5423113703727722
7,3999,1.0,0.6706551909446716,,
7,4049,0.0,1.3034586906433105,,
7,4099,1.0,0.49102169275283813,,
7,4149,1.0,0.31781041622161865,,
7,4199,1.0,0.3956705927848816,,
7,4249,1.0,0.42434579133987427,,
7,4299,1.0,0.4899892807006836,,
7,4349,1.0,0.31520137190818787,,
7,4399,1.0,0.3368943929672241,,
7,4449,1.0,0.32736459374427795,,
7,4499,0.0,1.2904117107391357,,
7,4549,1.0,0.32993456721305847,,
